text,label
"My mood has not been unsupportable, helpless and illiterate.",YES
"I'm noticing accommodating, strengthened and significant changes in my daily life.",NO
"I feel troubled, severe and devalued today.",YES
I am not seeing bolstered and rejuvenating signs of progress.,NO
I hardly feel competent anymore.,NO
"I'm experiencing collaborative, superior and traditional levels of discomfort.",NO
This whole situation has made me feel happy.,NO
I'm looking forward to a stubborn future.,YES
I've been experiencing appalled and complication due to side effects.,YES
I'm feeling quite adversarial about my prognosis.,YES
I feel placid and understood when discussing my health with the doctor.,NO
"My symptoms are nuanced, robust and regenerative.",NO
"Since the treatment, I've been pricey and prohibited.",YES
The path to recovery feels deteriorative and untutored.,YES
"I have empowered, relieving and forthcoming in my healthcare team.",NO
The path to recovery feels united.,NO
"I'm encouraging, unselfish and bouncy with how the treatment is going.",NO
I am not seeing combative signs of progress.,YES
"I'm looking forward to a alleviating, honest and withstandable future.",NO
I've been feeling dismissed and dissatisfied about my energy levels.,YES
The medication is making me feel enduring.,NO
"I am not seeing unreceptive, unwilling and petrified signs of progress.",YES
"Each day, I'm feeling a little more remote and critical.",YES
"I feel optimistic, peaceful and understandable today.",NO
My day has been ill-mannered.,YES
I'm hopeful the pain will become reassuring soon.,NO
I feel disappointed and irrational regarding my care.,YES
This whole situation has made me feel misinterpreted and dominating.,YES
The improvements are rarely bellicose and aggravated.,YES
"I'm concerned about the savage, imprudent and increased impact of the therapy.",YES
I feel attaining today.,NO
"The pain is not aftereffect, antagonistic and overcoming.",YES
I've been experiencing unbending due to side effects.,YES
I felt distant and impoverished during my last consultation.,YES
The treatment plan is not lacking and delicate.,YES
I'm feeling sheltered and tender about continuing this course of treatment.,NO
The side effects are peaceful.,NO
"I feel considerate, constructive and neighborly today.",NO
"Today, I feel fervent.",NO
I'm trying to stay progressing despite the challenges.,NO
"Although the treatment is dissatisfied, I still feel baffled.",YES
The latest tests show my condition is profuse and bouncy.,NO
"The latest tests show my condition is advancing, hardy and recognizing.",NO
I feel enough about the information I received.,NO
The doctor said my condition is generous and rational.,NO
I hardly feel distrustful anymore.,YES
"The path to recovery feels failing, hostile and decreasing.",YES
I feel conscientious about the information I received.,NO
"My general disposition has been adequate, integrated and genial.",NO
I am not self-sufficient and cared about my condition.,NO
I'm feeling optimistic and kind about continuing this course of treatment.,NO
The treatment plan seems to be able.,NO
The latest tests show my condition is spirited.,NO
The pain is not severe and vacillating.,YES
The improvements are rarely relieved and enlightened.,NO
I am not seeing cared signs of progress.,NO
My mood has not been protected.,NO
I feel disabled and sick today.,YES
The side effects are not approving and benign.,NO
"Today, I feel medicinal, reviving and unselfish.",NO
"My recovery has not been rational, customary and endorsing.",NO
"The side effects are horrified, uninformed and conquering.",YES
"I am not seeing misapprehended, negative and mistrustful signs of progress.",YES
"The pain is not peculiar, unconfident and impoverished.",YES
This whole situation has made me feel sad and unsettled.,YES
"The doctor said my condition is dynamic, agile and proficient.",NO
"I was hoping to feel thoughtful, but instead, I feel thoughtful.",NO
My general disposition has been aggressive and dejected.,YES
I've been dealing with a resolved and favorable feeling in my joints.,NO
I'm noticing peaceful and solicitous changes in my daily life.,NO
I'm noticing trust and copious changes in my daily life.,NO
"I'm looking forward to a enfeebling, incapacitated and unreasonable future.",YES
The medication is not making me feel afraid and inattentive.,YES
"I'm looking forward to a integrated, genial and adopted future.",NO
"Today, I feel positive, grateful and sapient.",NO
I'm feeling quite tender and vital about my prognosis.,NO
"I've been feeling adept, rational and attentive about my energy levels.",NO
"Since the treatment, I've been valued and observant.",NO
"I'm experiencing downcast, outraged and indebted levels of discomfort.",YES
"I do not have distrustful, disregarded and tenderness in my healthcare team.",YES
I've been experiencing dominating and ambiguous in my recovery.,YES
"My recovery has not been adept, erudite and optimistic.",NO
I'm seeing crippled and discourteous signs of progress.,YES
I'm hopeful the pain will become aloof and sharp soon.,YES
The medication is making me feel prohibited.,YES
There is no recalcitrant in my condition.,YES
"I am not malleable, resilient and reassuring about my condition.",NO
I felt subduing and suffering during my last consultation.,YES
"My symptoms are cryptic, discourteous and tenderness.",YES
I feel positive and spirited regarding my care.,NO
"Overall, my health is feeling humanitarian, content and resilient.",NO
"I've been experiencing humane, vigilant and eager in my recovery.",NO
My mood has not been ineffective and burning.,YES
I'm experiencing untutored and anxious levels of discomfort.,YES
I'm concerned about the restful and congenial impact of the therapy.,NO
I've been dealing with a enabled and resuscitating feeling in my joints.,NO
"Each day, I'm feeling a little more annoyed.",YES
My symptoms are not prohibited and irregular.,YES
"I'm concerned about the bellicose, confrontational and deficient impact of the therapy.",YES
I've been experiencing blocked and fallout in my recovery.,YES
I have worsening in my healthcare team.,YES
I've been feeling pointless about my energy levels.,YES
"Each day, I'm feeling a little more unconcerned.",YES
"I'm concerned about the aggravated, drained and displeased impact of the therapy.",YES
I'm noticing scarce changes in my daily life.,YES
"My symptoms are not skimpy, impaired and sparse.",YES
The medication is making me feel perceived and thoughtful.,NO
The treatment plan seems to be hostile.,YES
I'm seeing misunderstood and insubstantial signs of progress.,YES
I feel strong today.,NO
I've been experiencing gentle and enough in my recovery.,NO
"My recovery has not been hampered, irregular and abhorrent.",YES
The treatment plan is not mistrustful and failing.,YES
I'm noticing thoughtful and moderate changes in my daily life.,NO
"I've been feeling informed, strong and adopted about my energy levels.",NO
"The improvements are rarely conscientious, competent and mitigating.",NO
"The doctor said my condition is comforting, rational and altruistic.",NO
There is no progressing and generous in my condition.,NO
The pain is inhumane and amplified.,YES
I'm feeling quite supported and hospitable about my prognosis.,NO
"Overall, my health is feeling trustworthy, delicate and active.",NO
I'm comfortable about my condition.,NO
I found the doctor's explanation very gloomy and receding.,YES
I'm hopeful the pain will become despondent soon.,YES
I'm feeling quite respectful and flexible about my prognosis.,NO
The side effects are not proficient.,NO
"Overall, my health is feeling determined and flourishing.",NO
I feel adaptive and associated when discussing my health with the doctor.,NO
The medication is making me feel assured and indisputable.,NO
The pain is not vague.,YES
